0 1 wait
1 1 wait
2 2 A
3 2 A
4 2 A
5 3 D
6 4 Q
7 4 Q
8 5 B
9 5 B
10 5 B
11 5 B
12 5 B
13 5 B
14 5 B
15 5 B
16 6 E
17 6 E
18 6 E
19 6 E
20 6 E
21 7 H
22 7 H
23 8 C
24 8 C
25 9 F
26 10 G
27 10 G
28 10 G
29 11 J
30 11 J
31 11 J
32 11 J
33 12 T
34 13 P
35 13 P
36 13 P
37 13 P
38 13 P
39 13 P
40 14 K
41 14 K
42 15 L
43 16 O
44 16 O
45 16 O
46 17 I
47 17 I
48 17 I
49 17 I
50 17 I
51 18 M
52 19 N
53 19 N
54 19 N
55 19 N
56 20 R
57 20 R
58 20 R
59 1 wait
60 1 wait
61 21 S
62 21 S
