0 1 wait
1 2 A
2 2 A
3 2 A
4 3 D
5 4 B
6 4 B
7 4 B
8 4 B
9 4 B
10 4 B
11 4 B
12 4 B
13 5 E
14 5 E
15 5 E
16 5 E
17 6 C
18 6 C
